T	U	Steps
0.05357519566851579	-20	4
0.03067383265103462	-20	7
0.03777445183392314	-20	3
0.04654064279480345	-20	9
0.048426324429708845	-20	3
0.037441469976587205	-20	4
0.03463908996270024	-20	3
0.04973483538898735	-20	4
0.0358756869034673	-20	3
0.03296742683694915	-20	3
0.034778776292374726	-20	4
0.036508668408918026	-20	3
0.044635615149680216	-20	1
0.03745656718664932	-20	3
0.03331823717484366	-20	3
0.059500467327362846	-20	2
0.050077010582077044	-20	4
0.04269921979611708	-20	3
0.045484075342186	-20	3
0.030373202881257576	-20	3
0.031477132890078356	-20	3
0.033821898573490834	-20	3
0.03210226919536148	-20	7
0.03468524417903393	-20	3
0.04561546829500951	-20	1
0.041824098974257186	-20	4
0.02943495671613054	-20	3
0.04154090496797805	-20	5
0.04945241038835042	-20	4
0.03271704915784364	-20	6
0.02975237358515095	-20	3
0.05407661509472545	-20	4
0.027930356806995956	-20	3
0.02865513188581018	-20	6
0.04916228781027513	-20	3
0.037685532577340086	-20	3
0.04539839725604773	-20	1
0.036180539232693126	-20	5
0.04655810058764782	-20	4
0.03498936738959149	-20	3
0.03905066971427794	-20	3
0.03554986221642561	-20	3
0.04951454884994073	-20	3
0.03403164876150088	-20	3
0.02728142391910195	-20	3
0.030765131261769007	-20	4
0.03406795357182702	-20	4
0.030234390058245606	-20	3
0.04072619312382092	-20	1
0.03476008700840322	-20	3
0.05176605552126363	-20	4
0.03420454139288239	-20	3
0.040732968397976764	-20	5
0.03393448310523933	-20	3
0.05515457170791549	-20	3
0.0358087193542847	-20	3
0.036619620831222284	-20	3
0.03651642046001366	-20	3
0.03455386540870608	-20	4
0.0429857982011297	-20	3
0.046281670720863824	-20	4
0.03372714314131088	-20	6
0.03154562848611925	-20	3
0.050373907061557616	-20	6
0.039246769999116714	-20	3
0.03901516325936153	-20	3
0.03533100749731244	-20	3
0.033297481131034465	-20	3
0.030664592090586244	-20	3
0.03493392252169853	-20	1
0.05363881234315408	-20	4
