T	U	Steps
2.8484299383428877	-120	1
0.0008909327076885476	-20	2
2.843093679455923	-120	1
0.040159517072439636	-20	4
0.0296653154578768	-20	6
2.8451798073061325	-120	1
2.843901233165468	-120	1
0.0005122312646666158	-20	2
2.848522344694018	-120	1
0.05758305430473004	-20	3
0.02716678980667368	-20	1
0.001304594891367151	-20	2
2.8430716507451996	-120	1
0.00407280025351915	-20	2
2.8457543401282117	-120	1
2.8431605325417006	-120	1
2.846049816533283	-120	1
2.8445866109207865	-120	1
2.8467974276344457	-120	1
0.013572244070321727	-20	3
2.843307663911708	-120	1
2.8472805463501056	-120	1
2.8497424971527345	-120	1
2.8436016750739785	-120	1
0.0008850868948837189	-20	2
2.844740351686291	-120	1
2.846065721017211	-120	1
0.00029502851178342035	-20	2
