T	U	Steps
0.00031842624928029857	-21.385806637448418	3
0.0003146463741734314	-21.369882441697342	3
0.0005324981660819897	-19.87138874459482	3
0.0003946674822777109	-20.923124941573484	3
0.0003110987606750939	-21.409679135698035	3
0.0004319309537318594	-20.850795735206265	3
0.00032935259231882196	-21.11469843743845	3
0.0005035498914929908	-21.368487044018043	1
0.00029327734290245875	-21.438425325807057	5
0.0004583608249719451	-20.855171074751965	3
0.00044605244469104186	-20.894699431882433	3
0.00032102906579893365	-21.333645730346873	3
0.0002969793580197833	-21.470274017317706	3
0.000440776983792507	-20.426495383611588	3
0.0003256056420052152	-21.372897765443767	3
0.0004343490582270366	-20.088343351186982	3
0.00046430248724269616	-20.343012132483736	3
0.0004941566243306649	-21.17105194238567	1
0.00040159122562484885	-21.123617984166625	9
0.00043248890554141217	-21.427901019440213	1
0.00035221417308104694	-20.87659755197563	3
0.00036473328085328904	-21.33173810733378	3
0.00039141282904802413	-21.120476973895617	3
0.0003000058108414366	-21.483326990653868	3
0.00037221220199732703	-21.236812108911785	17
0.0003566977624428448	-21.468463704090738	1
0.0004687647431834215	-20.684840508509403	6
0.0003530856079416236	-21.41559800572568	3
0.00041028495368296595	-21.401127432987483	3
0.00034305232546068346	-21.21183584689902	3
0.0004742090805285754	-21.243189778191734	5
0.0002992567309618511	-21.37121021468717	3
0.0003559238234717271	-21.488376279875446	3
0.0003461348983944513	-21.282357943995443	3
0.00042791884876740744	-20.844609441310844	8
0.0003421346687798835	-21.0569234205542	3
0.00034713207492728486	-21.41024724636752	3
0.00037152536614792805	-20.758522359904028	6
0.0003468269845495062	-21.22393333621005	3
0.0004129802395488237	-21.12566978900673	11
0.0002872035208090306	-21.455016195067564	4
0.00042106519498272846	-21.244045286484287	7
0.00039342627833260593	-20.56316203121432	3
0.0003466680027260905	-21.389367990334748	5
0.0005578202164451196	-18.868304880958043	3
0.0003038312265985226	-21.46920931871156	3
0.0003361779003571455	-21.32675659590822	3
0.00026388956918371417	-21.456979387824756	4
0.00029846510792745347	-21.448996623551373	4
0.0003632710975644309	-21.45447579042299	3
0.0003192124639383083	-21.465942264964447	4
0.000311418042975532	-21.330533055932058	3
0.0004474679257102222	-20.60601426849438	3
0.0004138087414857297	-21.196373681039056	4
0.0004412375740383308	-21.339492188704707	1
0.0003147978290382886	-21.376448084158636	3
0.0004674745712886463	-21.336608720142006	3
0.000331997493730443	-21.244662706456783	4
0.00029811409324874904	-21.391673755411613	4
0.00031278829807353535	-21.351908144923563	3
0.0004171550504632672	-20.361157180640003	4
0.0005475279345203004	-19.96318537090151	3
0.0003278361713529048	-21.284406056736408	3
0.0004220564685326697	-21.464010233294665	8
0.0005435400783280925	-20.829781111787405	4
0.0003545335345178821	-21.44146136853938	3
0.00039299804159839094	-20.82665071546638	4
0.00034345575344009357	-21.424024539538724	6
0.0005702123127696173	-21.48610120899066	3
0.00037323398647502796	-21.49310239217877	4
0.0004570941733864808	-20.988609814734872	5
0.00035342850650646766	-21.122721237313236	3
0.00031917903092046796	-21.28701300942592	7
0.00028956704481875945	-21.454816775443742	4
0.0003550212090556496	-21.199449924391836	3
0.00029742521783933525	-21.49887759805803	4
0.0002591183523942893	-21.469260058065785	6
0.00033592327231468064	-21.383905286288698	4
0.0004225392789315613	-20.877742732290876	5
0.00040494729130171914	-21.33489939734473	3
0.0005441326561455327	-18.978472046883706	4
0.00035087994252681876	-21.012521211972306	3
0.0003315871353078477	-21.322149906318543	5
0.00029713499099625045	-21.352741582349633	3
0.0004513950033236907	-20.543421180619873	3
0.00037295114103630373	-21.04484225631581	4
0.00035630464507223954	-21.4492320471483	3
0.0004891245868460647	-21.23261671337395	3
0.0003069922704126696	-21.332205405585412	5
0.00041849095391799585	-21.266170059057256	1
0.00029522103986881774	-21.471517329450208	3
0.0003767251078140308	-20.977690304692654	3
0.00045621113616476006	-21.420963993361834	3
0.0003866865059378104	-20.722863851203495	3
0.0005685061803909638	-18.657847766565066	2
0.00032714279414095194	-21.404059069806323	3
0.00035511428270564754	-21.420632624848004	5
0.0003623988595226127	-21.258207177484913	3
0.0004574695412203815	-19.716025481555743	5
0.0003491942500397738	-21.496884381038807	3
0.00042426837788914396	-21.18996002190402	3
0.00035880966361416706	-21.32980411954116	4
0.00037868191979884377	-21.332783497707258	7
0.00030322347481893594	-21.455550479615198	3
0.0003577680831797519	-21.455366905637767	3
0.0003414150698898136	-21.059281310987068	4
0.0005186273736413873	-20.889675749496206	5
0.0004352286791504191	-21.218729695851227	3
0.00039586301890937216	-21.3720663849636	5
0.00037553433385751895	-20.569552489710684	4
0.00029961846984372955	-21.490798258614536	7
0.0004025396604755219	-21.291544660635466	1
0.0005972064765950623	-18.514357829577833	2
0.0003719978204983926	-21.23953747557158	3
0.00033226380078090053	-21.090044472812423	4
0.000365456776215383	-20.922334392485208	3
0.00041608042830340103	-21.2617963797342	5
0.0003986761775087153	-21.492936292947178	1
0.00033911387088415027	-21.380389885716145	3
0.00042076303390804396	-20.187564928253373	3
0.00035958209101346754	-21.388341601802804	3
0.00032498961687185175	-21.41073930231437	3
0.00036493895373393805	-21.494576353528952	3
0.0003761353336019448	-21.34095367327148	3
0.0004859429832681445	-21.129632001081504	4
0.0005689186564218897	-18.694516281938515	3
0.00032611889602635063	-21.280966034641903	4
0.00040369982414973184	-21.425605259381623	3
0.0004472621708491956	-20.20219806151182	4
0.0004442568697755367	-20.640272780564604	3
0.00034261389876825613	-21.218453483767732	5
0.00035957198316617753	-21.197596974084053	4
0.000316217580720689	-21.36144752073379	8
0.0003653247927538795	-20.589815379058848	4
0.00047685244904366	-21.339526317872775	1
0.0003178715508463085	-21.461052066714558	3
0.0003148913278547975	-21.32156973630929	3
0.0005212687228263352	-20.655831963190302	4
0.0003160054212572928	-21.42377032111278	10
0.0004598257054748546	-21.25366246207429	1
0.0003470566894140909	-21.388671391903152	6
0.0003202173838864309	-21.47371103901135	7
0.0003548558330178911	-21.483408778816568	3
0.0005624020445867358	-21.25501537996372	1
0.00032768711842997563	-21.493681137802742	3
0.0003252453459688801	-21.433164264248127	6
0.0003005696036082252	-21.41933087064544	3
0.00031110318765632843	-21.418631914171357	3
0.00038008700324853006	-21.149424215980247	3
0.00035035403541372543	-21.467779686151253	3
0.0004648462426651132	-21.22439556874576	3
0.00033711331531136165	-21.116547195908588	4
0.0003578755008057387	-21.463645706183232	3
0.00031882004019142944	-21.28008759068972	4
0.0005596324749655044	-19.221594562883865	5
0.00033167013761258707	-21.19118083724937	3
0.0005743656865641348	-20.150331269753	3
0.00034253338187175607	-21.4638922916184	4
0.00048473370380969173	-21.23832028362139	3
0.0004509432702493662	-21.4212265380279	1
0.0005726120064804024	-20.749781734165545	4
0.00036916862723381584	-20.839709030865595	6
0.00036050620310301815	-21.390667322054416	3
0.00040086178624008337	-20.669434630922165	3
0.0003418614897360089	-21.375776647668374	3
0.00031646616810557964	-21.29718229732093	3
0.0003011179465293925	-21.436409105064737	4
0.0005762624436035879	-18.619069570280217	2
0.00038230744609590677	-21.458092385037293	1
0.0003262761573601735	-21.32615416650228	7
0.0004009665616605602	-20.426274139354184	3
0.0003013348120631165	-21.443869309396284	7
0.00033641997556159084	-21.38550022637355	3
0.00038718454459306265	-21.49894555590048	1
0.00043353389679784106	-20.978913554465187	3
0.00035369552172064846	-21.401248355260144	3
0.0005103446312614915	-20.588123528302393	3
0.0003849953994571738	-21.312431254247574	3
0.00039971671336751414	-21.165864802518023	5
0.0004553937935954095	-19.916992861545058	3
0.00039716574931382203	-20.39925481628053	5
0.0003073403498766323	-21.421869591820677	5
0.00036168407349288986	-21.259391429385662	4
0.0003237527755718067	-21.38256482783945	3
0.0005364158707713582	-20.172372931765146	7
0.0003560386016709955	-21.22067306547805	3
0.0005062861052070846	-20.714646731590605	3
0.0003185266435120472	-21.315933082238942	3
0.000556117974494513	-21.302361232663934	3
0.0003392547125631645	-21.10653704327014	3
0.0004132009446310198	-21.040370461999668	5
0.000398178825592313	-20.983506527095013	3
0.00031306480312662754	-21.311940358090787	3
0.0004597609944672143	-19.762836600269093	3
0.0002821901516798048	-21.491379786865355	3
0.0003525489052917823	-21.41990483115849	5
0.0003204534799790422	-21.460959725719793	6
0.0002855333893360156	-21.475414211413298	3
0.00031393179450378463	-21.22157994268317	4
0.0003460743319249675	-21.14512557739684	9
0.00029811972633124044	-21.375615428157687	3
0.00038776078395856816	-20.92227296723474	3
0.0005287248347918699	-18.979002596174592	3
0.0003024832766021591	-21.482955221221324	3
0.00037919209073009036	-21.261881015788937	4
0.0003044213001849931	-21.42396476409409	3
0.0003558284548356726	-20.92967923448043	4
0.0004112537611786839	-20.889144204501402	8
0.00042012317095417546	-21.473053877746437	3
0.0002853704605007421	-21.385413438162747	3
0.00035686652193065924	-20.90567559071658	4
0.0003210667687254034	-21.243956475847913	4
0.0004165388980696916	-20.974482522045513	7
0.00038603857582212084	-21.168499349534038	4
0.0003146947547820312	-21.403816245666516	4
0.0003094872963207869	-21.460041493016696	3
0.00035217114045715174	-21.46752910013442	3
0.0002815052467126759	-21.34717634526202	3
0.0003859010667573179	-21.261145103057153	3
0.0003013371146929821	-21.34885547151242	3
0.000496487981369152	-19.612820066522808	4
0.00037263099837609365	-21.494279685892323	5
0.0003135349609710971	-21.1531157828121	3
0.00029791499991325125	-21.474478697124628	3
0.00033885578747426965	-21.0668235898733	5
0.00030126269706967835	-21.48204518264701	3
0.0005444109507847599	-21.047101445653677	10
0.0003390711228795506	-21.31490478890365	3
0.0004901541774923624	-21.140778386053036	3
0.00042621744807420665	-21.382044255757524	1
0.0003508760955268439	-21.35668868247819	3
0.0004363200721892718	-20.83729093137893	3
0.00038276557584996686	-21.25909119674295	4
0.0003148003165199108	-21.072366881126413	4
0.00034336813653975626	-21.459014850601072	5
0.00033946549527681517	-21.15550570367077	3
0.0003788438716668899	-21.34435707392639	3
0.0004649009306892414	-21.422392581808843	3
0.0003545802028616325	-21.362039844828853	8
0.0003793023862419831	-21.394045114449124	1
0.000446294282733936	-21.45417497356013	1
0.0005875798674301538	-18.562487003320513	2
0.0004216310790390389	-21.347904989525404	7
0.00030471081355716145	-21.47111137440488	1
0.0003288307037211707	-21.409118099016993	3
0.00032577728443555483	-21.400631144195515	4
0.00037669771850116303	-21.310690869431188	3
0.0004316194483093082	-20.993481997766985	3
0.0004131523682187846	-21.372954523397926	10
0.00036115914268232744	-21.071952510588105	4
0.00036847554713026915	-21.25549963375286	3
0.000358473879059607	-21.47895458463316	4
0.0004948809492208049	-19.977648436799207	4
0.00031555776669074355	-21.457216551411435	3
0.00039054929765339435	-20.760255835288255	6
0.000342708590073121	-21.055336693540053	6
0.00040918335523893015	-20.613614546790252	3
0.000343611856547655	-21.05473984125995	9
0.0005025851719414362	-21.263188738088246	3
0.00037842233398846335	-20.744110431472613	4
0.000541456886420702	-19.466093820387602	3
0.0003499071437104436	-20.901956856525757	4
0.00042329553598103225	-20.903321453172413	5
0.00043611427528062114	-20.719211914541976	4
0.00035518144380192293	-21.40376610393263	3
0.0003418846277166584	-21.294915057496198	11
0.0004165009775703174	-21.18190885798349	4
0.0003972157323500937	-21.28931664597383	3
0.0004454391550156031	-21.03709923822794	3
0.00034120720475926575	-21.373357738043378	3
0.00048347301319819487	-20.950955898758178	1
0.0003075187382120625	-21.377256985774892	3
0.0003395863990234751	-21.32342311107017	4
0.0004964181505862818	-20.29572451857905	3
0.0005045015924578573	-21.480735323775754	3
0.00030597174501787594	-21.44995306131634	4
0.0003172431867135013	-21.443614377297777	4
0.00041510453238706793	-21.034961072376902	6
0.00048039771737646734	-21.396107401365246	1
0.0004456053350471653	-21.051713444781498	3
0.0003643150099915344	-21.498780803453066	1
0.0004032221683719954	-20.58521154649901	5
0.0003070846706955833	-21.274150152100596	5
0.0003012101275702226	-21.495923102164895	6
0.0003044669372268649	-21.474435669284336	4
0.00035136432233590185	-21.296433788419343	3
0.0004523768029716335	-20.295911202199914	3
0.0003171496512808917	-21.395923488639912	3
0.000462844120609253	-21.033239354688206	4
0.0003327102166681169	-21.17289761299814	4
0.0003230127055374858	-21.462719985247325	3
0.0003611257020481094	-21.363283271991147	3
0.0005926726133858828	-20.955749897561294	1
0.00031181283842123957	-21.272799581020706	3
0.00035120980292434133	-21.26438009685431	3
0.00037301835739265754	-21.01972410228679	5
0.0004455973919590209	-21.360588849062356	1
0.00036702683608215046	-21.16463684230351	3
0.00031069813631111256	-21.439443794108026	3
0.0004336074566954275	-20.03642577776	3
0.0003228774974431508	-21.491122854225672	3
0.0002810447446587124	-21.413078887621015	3
0.00038341242478955436	-21.247098043935452	5
0.0004883272997018382	-19.46104701926755	4
0.00048689078188086834	-20.247110498593184	5
0.0003009630071207895	-21.465979563137275	10
0.0003555238438553414	-20.90515058396516	4
0.0003639774323156541	-21.40404747970845	1
0.0003382529476972891	-21.379559192147276	4
0.00041768397984298216	-20.30673972051209	8
0.0003057749178373605	-21.3709516305707	3
