T	U	Steps
0.00021692630784369226	-19.06452357972878	2
0.0003442046825244754	-19.134142532005363	4
0.0003271370100555212	-19.08123986222405	4
0.00019567067706125212	-19.005701614992045	2
0.0002415329998769063	-19.45762693862504	2
0.00024574985289408665	-19.046798768202233	2
0.00021376206659762235	-19.07674075060941	2
0.00021871569873322292	-19.078479108346787	2
0.00026311152290149983	-19.19198165430741	3
0.00021126664463644076	-19.118948356910927	2
0.00039780355923643576	-20.988757788860827	1
0.00022895801153400566	-19.09651659522109	7
